id,company_rating,company_location,total_fleet_count,iata_approved
18956,,Chile,3.0,t
15634,,Russian Federation,1.0,f
16203,,,1.0,t
4907,100%,Lebanon,2.0,t
43274,,France,1.0,t
49810,,Mauritania,1.0,t
6700,100%,Guinea,7.0,f
17911,,Sao Tome and Principe,1.0,f
45175,,Chad,1.0,t
4555,,Mauritania,1.0,t
48972,,Marshall Islands,1.0,f
4907,100%,Lebanon,2.0,t
39488,,,1.0,t
5600,100%,Uzbekistan,1.0,t
6421,100%,Micronesia,2.0,t
30249,100%,,1.0,t
27097,,,1.0,f
18443,,,1.0,t
34841,100%,Zimbabwe,22.0,t
1544,100%,Guernsey,1.0,f
36285,100%,Isle of Man,2.0,t
29507,100%,Russian Federation,2.0,t
12168,50%,Anguilla,1.0,f
6367,,France,1.0,f
21377,100%,French Guiana,4.0,t
32696,,Niue,1.0,f
34971,,Faroe Islands,1.0,f
35337,100%,Nicaragua,1.0,f
21377,100%,French Guiana,4.0,t
5643,,Tonga,1.0,t
15011,,Lebanon,1.0,t
30507,100%,Marshall Islands,1.0,t
30944,,,1.0,f
32850,,Uganda,1.0,f
32313,100%,Lebanon,1.0,t
21377,100%,French Guiana,4.0,t
29121,,Kenya,2.0,t
13875,,Isle of Man,1.0,f
31934,100%,,1.0,f
446,100%,,1.0,t
13066,,French Guiana,1.0,t
35783,,Afghanistan,1.0,f
36743,,Gambia,1.0,t
48201,,Anguilla,1.0,f
45880,,,1.0,t
30874,,Mexico,1.0,t
4216,,Cuba,9.0,t
24369,,Sao Tome and Principe,2.0,t
43529,100%,,3.0,t
7679,100%,Niger,4.0,t
8472,67%,,2.0,t
41670,,Somalia,1.0,t
1585,,Bosnia and Herzegovina,2.0,f
32967,,,1.0,f
37969,80%,Indonesia,3.0,f
41859,100%,Finland,2.0,f
33566,,Kenya,1.0,t
24369,,Sao Tome and Principe,2.0,t
2572,,,1.0,t
34051,,France,1.0,t
4454,100%,Gambia,1.0,t
33919,,,2.0,t
18713,,,1.0,t
44470,,Chad,1.0,t
17215,97%,Maldives,9.0,f
1785,100%,Libyan Arab Jamahiriya,1.0,t
5034,100%,Rwanda,1.0,f
35662,,Jersey,1.0,f
19964,100%,Reunion,1.0,f
15440,,Zimbabwe,1.0,t
15539,,Venezuela,1.0,f
42994,100%,Marshall Islands,1.0,f
14708,,Nicaragua,1.0,f
43925,,,1.0,t
41288,100%,Nicaragua,3.0,f
37644,100%,Mauritania,1.0,t
26678,,,1.0,t
42526,100%,Niue,1.0,t
17215,97%,Maldives,9.0,f
45925,,Kenya,1.0,t
49049,50%,Nauru,1.0,f
19524,100%,,1.0,f
46757,,Maldives,1.0,t
43254,,Turkmenistan,1.0,t
20169,100%,Niue,2.0,f
42321,,,1.0,t
8472,67%,,2.0,t
36909,100%,Brazil,4.0,t
17326,70%,Croatia,2.0,f
5277,100%,Vietnam,10.0,f
22794,50%,Cape Verde,36.0,t
27346,,,1.0,t
28554,100%,Anguilla,2.0,t
12328,100%,Uzbekistan,1.0,f
18608,100%,Jersey,4.0,t
18608,100%,Jersey,4.0,t
18608,100%,Jersey,4.0,t
3211,,Guinea,1.0,t
16854,100%,El Salvador,2.0,t
6233,80%,Pakistan,3.0,f
907,100%,,1.0,f
24062,,Estonia,1.0,f
40516,,Niue,1.0,t
47118,,Cape Verde,1.0,f
21017,,Barbados,1.0,f
38545,,Kiribati,1.0,t
44903,,Chad,1.0,f
20589,,Philippines,1.0,t
33914,100%,Zimbabwe,2.0,t
20189,100%,Niger,4.0,f
40396,,Russian Federation,1.0,f
29620,0%,,1.0,t
42730,100%,Greenland,3.0,t
11992,,Denmark,1.0,f
21784,,Kiribati,1.0,t
13025,,,1.0,f
39870,,Slovakia (Slovak Republic),21.0,t
18945,,Nicaragua,1.0,f
6345,,,1.0,f
46933,100%,Croatia,1.0,t
13824,100%,Turks and Caicos Islands,2.0,f
10162,,,1.0,f
29501,90%,Gibraltar,2.0,t
49004,,,1.0,t
4644,,,1.0,f
18515,,,1.0,t
6879,90%,Papua New Guinea,1.0,f
18712,95%,Turks and Caicos Islands,11.0,t
19262,,Sao Tome and Principe,1.0,f
19931,,,1.0,t
19642,,,1.0,t
12542,98%,Mauritania,19.0,t
15148,,,1.0,f
2373,,Puerto Rico,1.0,t
24833,,Uzbekistan,1.0,f
40649,100%,Niue,1.0,f
41280,100%,French Guiana,2.0,t
42030,80%,Niue,1.0,f
39697,100%,Brazil,1.0,f
20307,,Niue,1.0,f
11053,70%,French Polynesia,1.0,t
43514,,Kenya,1.0,t
23519,,Russian Federation,1.0,t
7010,,Canada,1.0,f
20050,100%,Chile,1.0,t
30686,,Tonga,1.0,t
47422,99%,Uzbekistan,30.0,f
45553,90%,Brazil,16.0,t
18511,,Palestinian Territory,1.0,f
1056,,Micronesia,1.0,f
33181,100%,,1.0,f
25616,100%,,1.0,t
1471,100%,,1.0,t
31745,100%,Monaco,5.0,t
36218,,,1.0,f
851,,,1.0,t
2164,82%,Rwanda,5.0,t
3707,,,3.0,f
12391,,Zimbabwe,1.0,f
46263,100%,Nauru,3.0,f
40765,100%,,1.0,f
45505,90%,,1.0,f
12672,,,1.0,f
6003,,,1.0,f
29568,80%,,1.0,f
40182,100%,Brunei Darussalam,2.0,f
27068,,Malta,1.0,f
14655,100%,Niue,1.0,f
28538,100%,Russian Federation,1.0,t
23596,,Malta,1.0,f
8960,,,2.0,t
28313,,,1.0,t
28019,,Zimbabwe,1.0,t
31794,86%,Anguilla,1.0,f
32840,,Estonia,1.0,f
40495,,Qatar,8.0,f
9321,70%,Togo,1.0,f
14578,,Bosnia and Herzegovina,1.0,f
6527,,Mauritania,1.0,t
2928,100%,Marshall Islands,3.0,t
14962,100%,Niue,1.0,t
5317,100%,Russian Federation,1.0,f
16451,100%,Anguilla,1.0,f
23667,,Kiribati,1.0,f
33144,,Djibouti,3.0,t
29425,,,1.0,f
19817,100%,Papua New Guinea,2.0,f
44355,,Lebanon,1.0,t
19559,50%,Mauritania,1.0,f
15382,,Guinea,2.0,f
47043,100%,Lebanon,1.0,t
47116,,Christmas Island,1.0,f
30058,,Puerto Rico,1.0,f
37941,100%,Niue,2.0,t
24031,,Chile,1.0,t
35571,,Bosnia and Herzegovina,3.0,t
39091,,,1.0,f
6810,,,1.0,f
1295,,,2.0,t
22156,,Svalbard & Jan Mayen Islands,1.0,f
18977,,Nauru,1.0,t
30967,,Sao Tome and Principe,1.0,t
23216,80%,,1.0,f
13320,100%,,1.0,t
12806,,Sao Tome and Principe,1.0,t
495,,Guernsey,1.0,t
40569,,Jersey,1.0,f
31050,,,1.0,t
820,100%,,1.0,f
3657,,French Guiana,5.0,t
10882,,,1.0,f
14704,,,1.0,f
47327,100%,,2.0,f
33175,,Lebanon,2.0,f
36860,,Russian Federation,2.0,f
34113,,Marshall Islands,2.0,t
20274,,Jersey,1.0,f
5341,100%,Niger,1.0,t
33614,,Malta,1.0,f
44239,100%,Kiribati,1.0,t
41583,,Turkmenistan,1.0,f
16327,100%,Russian Federation,1.0,t
11668,,Maldives,1.0,f
41054,100%,Micronesia,1.0,t
36860,,Russian Federation,2.0,f
34178,100%,Rwanda,1.0,f
41048,,Niue,1.0,f
16021,50%,Malawi,1.0,t
7686,,Tonga,1.0,t
27282,67%,Mauritania,1.0,t
43608,100%,,1.0,t
39481,100%,Uzbekistan,1.0,t
1417,,Chile,1.0,f
26083,100%,Faroe Islands,2.0,t
39552,83%,Bahrain,4.0,t
35720,100%,,2.0,f
2005,,,1.0,f
25395,100%,Kiribati,1.0,t
3268,,French Guiana,1.0,t
43028,,,1.0,f
22350,,,1.0,t
3160,90%,Russian Federation,2.0,f
17254,70%,,3.0,t
20021,,Gambia,1.0,f
20339,100%,Malta,1.0,t
10151,,Uganda,1.0,t
34229,100%,,1.0,t
23755,,Kiribati,3.0,t
3023,,,1.0,t
4114,,,1.0,t
18712,95%,Turks and Caicos Islands,11.0,t
15167,,Vietnam,1.0,t
4259,,Niger,1.0,f
39244,100%,Netherlands,3.0,f
7277,,Gibraltar,1.0,f
22693,,Niger,1.0,f
14128,,Chile,1.0,t
19392,,Turkmenistan,1.0,t
43076,100%,Jersey,2.0,t
32166,100%,Bosnia and Herzegovina,4.0,t
38274,,,2.0,f
18712,95%,Turks and Caicos Islands,11.0,t
37646,100%,Estonia,60.0,f
6374,,Guinea,1.0,f
3308,100%,Marshall Islands,2.0,t
23370,40%,Nicaragua,3.0,f
24443,,,1.0,f
13299,,Lithuania,1.0,t
16710,,,1.0,f
41977,,Niue,2.0,t
43864,,Lebanon,1.0,t
22116,100%,Libyan Arab Jamahiriya,1.0,t
22257,,Croatia,1.0,t
42391,,Gambia,1.0,f
23251,,Turkmenistan,1.0,f
49879,,,1.0,t
2146,,Congo,1.0,f
10276,,Jersey,1.0,f
29647,100%,Peru,1305.0,f
30156,,Isle of Man,2.0,f
40224,100%,Isle of Man,1.0,f
29647,100%,Peru,1305.0,f
8598,,Russian Federation,1.0,f
16473,0%,Papua New Guinea,1.0,t
43545,100%,Isle of Man,2.0,t
37285,,Mauritania,1.0,t
8636,,Cocos (Keeling) Islands,1.0,f
14207,,Chad,1.0,t
9411,,Papua New Guinea,1.0,t
15425,,Uzbekistan,1.0,t
35307,100%,,1.0,f
24020,77%,Tonga,6.0,t
27175,,Palestinian Territory,1.0,f
8859,90%,Ukraine,5.0,f
25816,,,2.0,f
20607,100%,Turkmenistan,1.0,f
24759,90%,Gambia,2.0,t
49500,,Russian Federation,1.0,f
32440,,,1.0,t
4357,100%,Bahrain,1.0,t
7280,100%,Holy See (Vatican City State),2.0,t
24827,100%,Gibraltar,3.0,f
33877,100%,Uzbekistan,2.0,f
35218,100%,Turkmenistan,2.0,f
27972,94%,Brazil,27.0,f
37213,,Faroe Islands,1.0,f
5563,,,1.0,f
25816,,,2.0,f
20728,,,1.0,t
7112,,,1.0,t
10245,,French Guiana,1.0,f
9816,,Canada,1.0,t
39774,,Saint Helena,1.0,t
28530,,China,1.0,f
45351,90%,Liberia,3.0,f
37584,100%,Puerto Rico,1.0,f
2509,,,1.0,f
47950,,Pakistan,1.0,f
3224,100%,,2.0,t
18336,50%,,3.0,f
6764,79%,Sao Tome and Principe,2.0,f
33032,83%,Russian Federation,1.0,f
12291,,Isle of Man,1.0,t
16261,75%,Isle of Man,1.0,t
29647,100%,Peru,1305.0,f
32872,,Peru,1.0,f
29647,100%,Peru,1305.0,f
29647,100%,Peru,1305.0,f
49374,100%,,1.0,t
19943,63%,Isle of Man,34.0,f
32971,100%,France,1.0,t
37355,100%,,1.0,t
3160,90%,Russian Federation,2.0,f
25217,,Jersey,1.0,f
42070,100%,Micronesia,2.0,f
1707,,Sao Tome and Principe,1.0,t
15936,,Peru,1.0,f
17840,100%,Uganda,3.0,t
20741,,Uganda,1.0,f
12020,100%,Congo,4.0,t
25262,,Maldives,1.0,t
38348,100%,,2.0,f
17439,50%,Mauritania,1.0,f
25196,,Tanzania,1.0,t
3111,,Venezuela,1.0,t
12749,,Monaco,1.0,t
32241,100%,Niue,3.0,t
19352,100%,,4.0,t
17945,100%,,1.0,t
32241,100%,Niue,3.0,t
18073,20%,Niue,2.0,t
21081,,Bouvet Island (Bouvetoya),1.0,f
49505,,,1.0,t
45553,90%,Brazil,16.0,t
39508,100%,Jersey,1.0,t
18879,100%,Marshall Islands,1.0,f
9099,,Vanuatu,1.0,t
21913,,Reunion,2.0,f
22884,,Palestinian Territory,1.0,f
32327,,Faroe Islands,1.0,f
13800,,Lebanon,1.0,t
4616,,Tonga,1.0,t
40500,100%,Cook Islands,1.0,t
32583,100%,United Kingdom,1.0,f
37941,100%,Niue,2.0,t
37711,100%,Niue,2.0,t
30345,100%,Bouvet Island (Bouvetoya),1.0,t
23239,,,1.0,t
39884,,Reunion,1.0,t
44097,100%,Solomon Islands,4.0,f
13272,,Croatia,1.0,t
42020,100%,,2.0,t
36735,100%,,1.0,f
43597,,Philippines,1.0,t
6273,100%,Lithuania,5.0,t
30588,100%,Nauru,12.0,t
13950,100%,Niue,3.0,f
15181,,United Kingdom,1.0,t
2175,,Uganda,1.0,t
15801,,Korea,1.0,t
17931,,Libyan Arab Jamahiriya,1.0,t
43447,,Ghana,5.0,t
19460,,Lithuania,1.0,f
17673,,Anguilla,1.0,f
33317,,Sao Tome and Principe,1.0,t
28248,,Faroe Islands,1.0,f
30489,,Venezuela,2.0,t
6268,,Uzbekistan,1.0,t
3230,100%,Turkmenistan,2.0,t
29698,100%,Kiribati,3.0,f
12590,,Zimbabwe,1.0,f
1517,100%,Turks and Caicos Islands,3.0,t
48597,,Niue,1.0,t
9614,,Ukraine,1.0,f
5917,100%,Guinea,1.0,t
5836,100%,Faroe Islands,3.0,f
26917,100%,Togo,2.0,t
21482,100%,Russian Federation,1.0,t
5797,,Gambia,2.0,f
10788,25%,Lebanon,2.0,f
35920,,,1.0,t
17344,,Jersey,1.0,t
6700,100%,Guinea,7.0,f
16088,100%,Fiji,2.0,t
29698,100%,Kiribati,3.0,f
12377,91%,,1.0,f
45303,,Rwanda,1.0,f
7041,,Bouvet Island (Bouvetoya),1.0,t
48097,,Kiribati,1.0,f
6469,,Congo,1.0,t
15465,,Maldives,1.0,f
637,100%,,1.0,f
9579,,Nauru,1.0,t
10367,,,2.0,f
38953,,Croatia,1.0,t
8260,100%,Niue,3.0,f
3224,100%,,2.0,t
38350,,Kenya,2.0,f
20023,100%,Monaco,1.0,t
29822,90%,Brazil,11.0,t
32279,100%,Ghana,2.0,t
40478,83%,,2.0,t
4571,,Canada,1.0,f
17056,100%,Chile,1.0,f
12373,,China,1.0,t
40070,100%,Lithuania,1.0,t
32110,100%,,1.0,f
20071,,Sao Tome and Principe,1.0,t
26696,100%,France,4.0,t
28758,,,1.0,f
787,,Faroe Islands,1.0,t
29938,,Turkmenistan,1.0,t
22455,,Togo,1.0,f
8025,,Kenya,1.0,t
4789,,Indonesia,1.0,t
29822,90%,Brazil,11.0,t
37260,100%,Kiribati,2.0,f
27311,,Vanuatu,1.0,f
46378,,Mauritania,3.0,t
18937,,Russian Federation,2.0,f
9329,100%,Jersey,2.0,f
14347,,Chile,2.0,t
31935,,Svalbard & Jan Mayen Islands,1.0,f
34784,60%,Faroe Islands,19.0,t
23821,,Maldives,2.0,t
6894,80%,Estonia,47.0,t
26660,100%,Sao Tome and Principe,2.0,t
36246,,Malta,2.0,t
26362,,,1.0,f
31436,,Croatia,1.0,f
11834,100%,China,4.0,t
10744,29%,,2.0,t
18552,,Niue,1.0,f
23894,,Malawi,2.0,t
24442,,Tonga,1.0,t
28966,,Malta,1.0,t
48226,0%,Senegal,1.0,t
9738,,Tonga,1.0,f
31598,67%,Ukraine,1.0,f
3417,,Fiji,32.0,t
28509,,Zimbabwe,1.0,f
25197,100%,Nicaragua,4.0,f
25197,100%,Nicaragua,4.0,f
35642,100%,Jersey,1.0,f
26060,,,1.0,f
3417,,Fiji,32.0,t
38129,,French Guiana,1.0,f
45101,,Maldives,1.0,f
7077,,Djibouti,1.0,t
29316,,Faroe Islands,1.0,t
45881,,,1.0,f
40583,,Andorra,2.0,t
20668,,Faroe Islands,1.0,t
34096,100%,Andorra,10.0,f
26819,50%,Tonga,2.0,t
33587,,,1.0,f
10457,,,2.0,t
49351,90%,Tonga,3.0,t
28711,,,1.0,f
18454,100%,Nicaragua,5.0,t
45412,100%,Tanzania,2.0,t
23400,,,1.0,t
34096,100%,Andorra,10.0,f
20378,,Isle of Man,1.0,f
34186,60%,,2.0,t
26855,,,1.0,f
19646,,,1.0,f
11865,,Peru,1.0,f
44125,,Lebanon,1.0,t
13969,,Vanuatu,1.0,f
43984,,,1.0,f
3545,,Pakistan,1.0,t
13344,100%,Anguilla,2.0,f
2209,,Zimbabwe,1.0,f
25197,100%,Nicaragua,4.0,f
43132,,Rwanda,1.0,f
35454,100%,China,9.0,f
2540,100%,Zimbabwe,1.0,f
37800,,El Salvador,1.0,t
5929,80%,Mauritania,1.0,t
15706,,Kenya,7.0,t
22512,67%,Papua New Guinea,2.0,f
22512,67%,Papua New Guinea,2.0,f
42560,,Maldives,1.0,f
46540,,Lebanon,1.0,f
28442,,Niue,2.0,f
5147,,Lebanon,1.0,t
13527,,Russian Federation,3.0,t
10577,100%,Estonia,2.0,t
46396,,Marshall Islands,1.0,f
26001,,,1.0,f
39594,,Sao Tome and Principe,3.0,f
8559,,Estonia,1.0,t
24549,,Chad,1.0,t
34841,100%,Zimbabwe,22.0,t
1751,,,1.0,t
12942,,Guinea,3.0,t
2341,100%,Bouvet Island (Bouvetoya),2.0,t
44892,100%,Lebanon,3.0,f
7853,,,1.0,f
12154,,,1.0,f
28358,,,1.0,t
12444,,,1.0,f
49077,100%,,1.0,t
14316,,,1.0,t
12080,,,1.0,t
19943,63%,Isle of Man,34.0,f
21562,,Zimbabwe,1.0,f
8132,,Anguilla,1.0,t
11418,0%,,1.0,t
23630,,Lebanon,2.0,f
11937,100%,,1.0,t
49398,88%,Barbados,18.0,t
22622,,Niue,1.0,t
34764,100%,Faroe Islands,1.0,t
32280,,Guernsey,1.0,t
6650,0%,,1.0,t
31242,100%,,1.0,t
31526,,,1.0,f
48451,86%,Faroe Islands,1.0,t
15560,,Turkmenistan,1.0,t
18090,100%,,1.0,t
16013,,,1.0,f
7722,,,1.0,t
21500,,Isle of Man,1.0,f
8794,,Bouvet Island (Bouvetoya),1.0,t
42641,,,1.0,f
13257,100%,,2.0,t
3586,,Guinea,1.0,t
41558,,Malta,1.0,t
10553,100%,Jersey,1.0,f
16447,100%,Brazil,2.0,t
45302,100%,,1.0,f
23361,100%,Marshall Islands,3.0,t
31745,100%,Monaco,5.0,t
19958,100%,Congo,40.0,t
18114,,,1.0,f
28768,100%,,3.0,f
43478,,,1.0,t
45392,,Netherlands,1.0,t
33930,,El Salvador,1.0,t
31710,,Guinea,3.0,f
31710,,Guinea,3.0,f
1771,,Russian Federation,1.0,t
24543,,Croatia,1.0,t
10845,100%,Marshall Islands,1.0,t
24186,,Rwanda,1.0,t
38677,,Malta,1.0,t
17804,,Uzbekistan,1.0,t
24585,100%,,2.0,f
35830,,Andorra,1.0,t
22290,86%,Micronesia,1.0,t
17474,,Uzbekistan,1.0,f
27647,,Peru,1.0,f
33867,100%,,3.0,f
47480,100%,Jersey,1.0,t
48826,,Svalbard & Jan Mayen Islands,1.0,t
38356,100%,Anguilla,2.0,f
5157,,Zimbabwe,1.0,t
17456,,Gambia,1.0,f
8038,,,1.0,f
16449,,Tonga,1.0,t
41626,,,1.0,t
20718,,Holy See (Vatican City State),1.0,f
18533,90%,Russian Federation,5.0,t
11544,100%,,1.0,f
19334,,,1.0,t
22769,100%,United Kingdom,1.0,t
45048,,Bosnia and Herzegovina,1.0,t
34927,100%,Niue,2.0,f
12750,,Philippines,1.0,t
35458,0%,Ecuador,1.0,f
15188,,,1.0,f
49188,,Niue,1.0,t
11025,,Cuba,1.0,t
15186,,Russian Federation,1.0,t
19810,,Lebanon,1.0,f
37018,100%,Canada,2.0,f
10788,25%,Lebanon,2.0,f
26547,,Jersey,2.0,f
29526,,Sao Tome and Principe,1.0,t
42413,100%,Isle of Man,3.0,t
33867,100%,,3.0,f
33867,100%,,3.0,f
2181,,El Salvador,1.0,t
11863,100%,Uzbekistan,1.0,t
14273,100%,Chile,2.0,f
34209,,Philippines,1.0,f
10937,,,1.0,t
14600,,Faroe Islands,1.0,f
34030,100%,Senegal,2.0,f
44644,,Malta,2.0,f
1519,,Turkmenistan,3.0,t
16367,,Guinea,1.0,t
40017,,Brazil,1.0,f
25026,89%,United Kingdom,1.0,t
6448,90%,Ecuador,1.0,f
15337,,Bosnia and Herzegovina,1.0,t
41848,,Gambia,2.0,t
24806,100%,Monaco,1.0,t
42020,100%,,2.0,t
2815,100%,Tonga,1.0,f
15142,,Marshall Islands,1.0,t
3878,,Zimbabwe,1.0,t
16518,,Jersey,1.0,f
19125,,Palestinian Territory,1.0,f
1519,,Turkmenistan,3.0,t
35469,,Lebanon,1.0,f
42413,100%,Isle of Man,3.0,t
42413,100%,Isle of Man,3.0,t
48778,,Lebanon,1.0,t
47576,100%,Niue,2.0,f
47393,,Marshall Islands,1.0,t
33445,,,1.0,t
16383,,United Kingdom,1.0,f
8454,,French Guiana,1.0,f
25698,100%,Monaco,1.0,f
36726,94%,Mexico,6.0,f
8419,,Palestinian Territory,1.0,f
27102,,Marshall Islands,1.0,t
44702,100%,Faroe Islands,1.0,t
36726,94%,Mexico,6.0,f
32562,,,1.0,f
40342,100%,Ukraine,2.0,f
29507,100%,Russian Federation,2.0,t
14644,,Russian Federation,3.0,f
19112,,Malta,1.0,f
32600,100%,Lebanon,1.0,f
16274,,Niger,1.0,t
29164,,Mauritania,3.0,t
43194,,Maldives,1.0,f
44846,100%,Malta,1.0,t
26280,,Montserrat,1.0,f
23748,100%,,1.0,f
40603,,,1.0,t
33914,100%,Zimbabwe,2.0,t
34095,100%,Russian Federation,3.0,f
4590,,Costa Rica,1.0,f
28679,,Estonia,1.0,t
38481,,Malawi,1.0,t
25502,,Philippines,1.0,t
16617,,,1.0,t
20383,,,1.0,f
15706,,Kenya,7.0,t
38455,100%,Lebanon,2.0,t
21669,,Bosnia and Herzegovina,1.0,f
40057,,,1.0,f
5672,,Togo,2.0,f
13527,,Russian Federation,3.0,t
47300,38%,Bosnia and Herzegovina,1.0,f
41506,,French Guiana,1.0,f
5162,100%,Russian Federation,1.0,t
28017,0%,Kiribati,1.0,t
6700,100%,Guinea,7.0,f
30100,,Senegal,1.0,f
16394,70%,Mexico,1.0,t
13211,,Bouvet Island (Bouvetoya),1.0,f
18190,100%,Niue,1.0,f
8356,100%,Togo,2.0,t
43946,,,1.0,f
38491,100%,Rwanda,3.0,t
3726,100%,Svalbard & Jan Mayen Islands,2.0,t
3161,,Gibraltar,1.0,t
10101,100%,,1.0,t
24640,,Maldives,1.0,f
41481,,Australia,1.0,t
2114,,,1.0,f
44731,,Slovenia,1.0,t
161,,,1.0,t
18622,,Cocos (Keeling) Islands,1.0,t
28806,100%,Mexico,2.0,t
35427,,Micronesia,1.0,f
1644,,,1.0,f
35976,100%,,6.0,t
8434,100%,Cuba,7.0,f
14885,100%,Tanzania,3.0,f
37645,100%,Mauritania,3.0,t
14885,100%,Tanzania,3.0,f
6061,0%,Tonga,2.0,t
34156,100%,Svalbard & Jan Mayen Islands,2.0,t
36815,100%,,1.0,f
5277,100%,Vietnam,10.0,f
38994,,Gibraltar,1.0,t
29268,100%,Gibraltar,1.0,f
10995,,Kiribati,2.0,f
169,,,1.0,t
46649,,Guinea,3.0,t
6221,,Chile,1.0,t
30392,100%,Isle of Man,1.0,t
33729,100%,Jersey,1.0,t
28670,,Russian Federation,1.0,f
36950,100%,,1.0,t
29907,,Mauritania,1.0,t
1160,100%,France,1.0,t
20807,100%,Mauritania,2.0,t
14374,,,1.0,f
35743,100%,Palestinian Territory,2.0,t
44826,,,1.0,t
31042,100%,Guinea,1.0,t
48135,,Niue,1.0,t
47433,,Pakistan,1.0,t
28048,100%,,5.0,f
45138,79%,Barbados,14.0,f
42297,,Chile,1.0,f
14868,100%,El Salvador,1.0,t
35967,,Uganda,2.0,f
17348,,,1.0,f
48331,55%,,1.0,t
35967,,Uganda,2.0,f
9242,100%,Croatia,1.0,f
16332,100%,Niue,1.0,t
47694,100%,Malta,1.0,t
1448,,Nauru,1.0,t
28048,100%,,5.0,f
25652,,,1.0,f
41112,100%,,1.0,f
8410,75%,Guinea,1.0,t
19371,100%,Niger,2.0,t
12626,,Turkmenistan,1.0,f
41067,,Turkmenistan,2.0,t
8459,100%,,1.0,f
33264,,Mauritania,1.0,f
26054,100%,Sao Tome and Principe,1.0,f
5589,,Saint Helena,1.0,t
1413,100%,Zimbabwe,1.0,t
39841,,Indonesia,1.0,f
24639,100%,Kenya,2.0,t
42372,100%,Niger,1.0,f
42783,,Guernsey,1.0,t
40600,,Vanuatu,1.0,f
7210,,Montserrat,1.0,f
8440,,,1.0,f
20930,63%,,3.0,f
16838,100%,Malawi,2.0,t
14967,60%,Monaco,2.0,t
49644,100%,,1.0,t
14520,,,1.0,t
32008,,,1.0,f
33321,100%,,1.0,t
37777,,,1.0,t
15617,44%,China,1.0,f
46630,,Bahrain,1.0,f
2583,100%,Micronesia,2.0,t
20542,80%,Kenya,7.0,t
23170,100%,Sao Tome and Principe,2.0,t
15246,,Mexico,1.0,t
31060,,Isle of Man,1.0,t
24648,,Rwanda,2.0,t
12737,,Malawi,1.0,f
45157,,Ghana,1.0,t
3058,,Bosnia and Herzegovina,1.0,t
44587,0%,Venezuela,2.0,t
34848,,,1.0,t
3707,,,3.0,f
24847,,,1.0,f
7522,,Faroe Islands,1.0,t
7850,,Montserrat,1.0,f
9220,,Gambia,2.0,t
44884,,Russian Federation,3.0,t
35426,,,2.0,f
40458,100%,,1.0,t
34458,90%,Kiribati,4.0,t
29677,,Togo,1.0,t
43489,,Slovakia (Slovak Republic),1.0,t
45829,100%,Venezuela,4.0,f
16294,,Libyan Arab Jamahiriya,2.0,f
37247,100%,Tanzania,3.0,f
7096,100%,Niue,4.0,t
46373,,Anguilla,1.0,t
21051,0%,Denmark,1.0,t
18321,,,1.0,f
3679,100%,Niue,2.0,t
39837,,Jersey,1.0,t
12473,70%,,1.0,t
517,100%,United Kingdom,1.0,f
18533,90%,Russian Federation,5.0,t
14988,100%,Croatia,1.0,f
11698,100%,Philippines,1.0,t
36117,,,1.0,f
26974,,,1.0,t
45571,100%,Micronesia,2.0,t
31633,,Isle of Man,1.0,f
5836,100%,Faroe Islands,3.0,f
47926,,Chad,2.0,f
6180,,France,1.0,t
22055,,Zimbabwe,1.0,f
40113,100%,Zimbabwe,1.0,t
8791,70%,,4.0,f
41868,,Bouvet Island (Bouvetoya),1.0,t
26179,,French Guiana,1.0,f
31654,,,1.0,t
33736,,Marshall Islands,1.0,t
1,,Anguilla,2.0,t
23243,,Lebanon,1.0,t
9409,,,1.0,t
16699,100%,Niue,1.0,f
41920,100%,Ukraine,2.0,f
37791,90%,Marshall Islands,3.0,f
11093,,,1.0,t
12193,,Mexico,1.0,t
7951,,Anguilla,1.0,f
40585,,Denmark,1.0,f
27723,,,1.0,t
32964,,,1.0,t
859,75%,Lebanon,2.0,t
44560,,Jersey,1.0,f
36590,100%,Malta,1.0,t
36754,,Niue,1.0,t
48119,,Monaco,1.0,f
5824,,Guinea,1.0,t
11598,,Ecuador,1.0,f
44106,100%,Malta,1.0,f
18923,,Andorra,1.0,t
16144,,Lebanon,1.0,f
12713,,Uzbekistan,1.0,t
45887,,Isle of Man,1.0,f
17952,,,1.0,t
20605,,China,1.0,t
2557,100%,Uzbekistan,3.0,t
23554,,Guinea,1.0,t
16830,100%,,1.0,t
41186,100%,Lebanon,1.0,t
12518,,Faroe Islands,1.0,t
1848,,Kenya,1.0,t
13015,,Isle of Man,1.0,f
30808,,,2.0,f
20028,50%,,1.0,f
22700,100%,,2.0,t
1087,100%,Isle of Man,1.0,t
44531,,Cocos (Keeling) Islands,2.0,f
9115,0%,Bouvet Island (Bouvetoya),2.0,f
45296,100%,Kiribati,1.0,f
2091,,Gambia,1.0,t
7465,100%,Uganda,1.0,f
6369,100%,Saint Helena,1.0,f
38557,100%,,1.0,t
29297,,Barbados,1.0,f
43315,,Isle of Man,1.0,f
44079,100%,,1.0,f
27015,100%,Kenya,2.0,t
7651,100%,Mexico,1.0,t
28558,100%,Russian Federation,1.0,t
12059,,Isle of Man,1.0,f
41620,100%,Ecuador,1.0,f
46219,,Gambia,2.0,t
9103,,Pakistan,1.0,t
33026,100%,Estonia,2.0,f
9123,,Brazil,1.0,f
33632,,Monaco,1.0,t
35837,,Tonga,1.0,f
41825,100%,United Kingdom,1.0,f
34834,,Brazil,2.0,t
